Fruta,Espacio,Imagen_ID,Area,Tiempo_ms,FPS,CPU_%
Verde,HSV,24,258905,1.071299997420283,933.4453490227058,47.1
Verde,YCbCr,24,24768,1.7585999994480517,568.6341409722829,32.1
Verde,LAB,24,53361,1.8205999986093957,549.2694720223094,24.8
Naranja,RGB,24,279219,1.273499998205807,785.2375354604379,27.5
Naranja,HSV,24,33064,1.8407000025035813,543.2715807246566,29.2
Naranja,YCbCr,24,16724,1.4222999998310115,703.0865500378355,44.8
Naranja,LAB,24,285018,1.9194000014977064,520.9961442219968,41.8
Amarillo,RGB,24,246047,0.9970999999495689,1002.9084345106587,27.3
Amarillo,HSV,24,6552,2.016000002186047,496.03174549387467,31.9
Amarillo,YCbCr,24,288713,0.9739999986777548,1026.6940465683176,41.2
Amarillo,LAB,24,201036,1.4905999996699393,670.8707904343406,40.6
Rojo,RGB,25,263798,0.8937999991758261,1118.8185286664814,33.7
Rojo,HSV,25,6858,1.4264999990700744,701.0164743441242,35.3
Rojo,YCbCr,25,289050,1.4962999994168058,668.3151776981605,21.4
Rojo,LAB,25,237711,1.0080999963975046,991.9650863739209,35.4
Verde,RGB,25,30364,0.9232999982486945,1083.0715930865258,42.7
Verde,HSV,25,256590,1.1236000027565751,889.9964378307743,27.8
Verde,YCbCr,25,24444,1.218099998368416,820.9506619649044,32.7
Verde,LAB,25,43790,1.5184000003500842,658.5879872032658,34.8
Naranja,RGB,25,223603,1.5276999984052964,654.5787792392873,25.6
Naranja,HSV,25,32150,0.7857999989937525,1272.5884465265194,53.2
Naranja,YCbCr,25,19429,1.6429999996034894,608.6427268663015,26.8
Naranja,LAB,25,244375,0.8638999970571604,1157.541386047527,34.1
Amarillo,RGB,25,263798,2.0106000010855496,497.3639706854107,32.7
Amarillo,HSV,25,6858,1.6410000025643967,609.3845206808631,58.2
Amarillo,YCbCr,25,289050,0.9156000014627352,1092.179989517726,31.2
Amarillo,LAB,25,237711,1.1550999988685362,865.7259120245325,42.9
Rojo,RGB,26,250181,1.1747999997169245,851.2087165823598,53.6
Rojo,HSV,26,7569,1.1979999981122091,834.7245422168493,55.4
Rojo,YCbCr,26,290333,1.335799999651499,748.6150623303586,48.0
Rojo,LAB,26,217484,1.2526999998954125,798.2757245018677,50.8
Verde,RGB,26,30798,0.8927999988372903,1120.0716860465034,34.1
Verde,HSV,26,258502,1.0672000025806483,937.0314819919896,31.5
Verde,YCbCr,26,24753,1.9112000009045005,523.2314773580666,29.2
Verde,LAB,26,52077,1.2008000012428965,832.7781470394261,31.2
Naranja,RGB,26,258264,0.9623000005376525,1039.176971257699,31.8
Naranja,HSV,26,31268,0.7974999971338548,1253.918499804279,33.8
Naranja,YCbCr,26,16963,1.1526000016601756,867.6036773899233,28.6
Naranja,LAB,26,276132,0.6901000015204772,1449.06534965473,27.9
Amarillo,RGB,26,250181,1.1096000016550533,901.2256655627465,39.3
Amarillo,HSV,26,7569,1.3445000004139729,743.7709183280766,42.7
Amarillo,YCbCr,26,290333,1.142100001743529,875.580070460906,36.1
Amarillo,LAB,26,217484,1.5263999994203914,655.1362685925856,29.2
Rojo,RGB,27,274003,1.2903000024380162,775.0135612729631,34.3
Rojo,HSV,27,7163,1.1257999976805877,888.2572411265187,34.9
Rojo,YCbCr,27,289665,0.851400000101421,1174.5360581170746,29.4
Rojo,LAB,27,256418,1.3251999989734031,754.6030793651322,36.5
Verde,RGB,27,30241,1.0812000000441913,924.8982611534661,32.6
Verde,HSV,27,254374,0.8727999993425328,1145.7378560418024,27.2
Verde,YCbCr,27,19314,1.159300001745578,862.5894923611514,31.6
Verde,LAB,27,30470,0.8988000008685049,1112.5945694634026,32.0
Naranja,RGB,27,210623,0.7718000015302096,1295.6724514347625,31.7
Naranja,HSV,27,32408,1.9562000015866943,511.19517390291867,26.4
Naranja,YCbCr,27,18954,0.7169999989855569,1394.700141443297,32.7
Naranja,LAB,27,241762,1.188399997772649,841.4675209308681,23.7
Amarillo,RGB,27,274003,1.2033999992127065,830.978893679761,33.3
Amarillo,HSV,27,7163,1.9379000004846603,516.0224984518832,27.3
Amarillo,YCbCr,27,289665,1.2126999972679187,824.6062523731272,26.2
Amarillo,LAB,27,256418,0.7724999995843973,1294.498382573459,32.0
Rojo,RGB,28,258609,1.3674000001628883,731.3149041106313,42.2
Rojo,HSV,28,6153,1.1772000034397934,849.4733240553749,31.5
Rojo,YCbCr,28,289881,1.3001000006624963,769.171601792498,32.3
Rojo,LAB,28,227582,0.9420999995199963,1061.4584444427385,36.2
Verde,RGB,28,30639,0.6298000007518567,1587.805650692597,28.6
Verde,HSV,28,256298,0.8161000005202368,1225.340031077727,39.5
Verde,YCbCr,28,23230,1.1453999977675267,873.057448881681,33.9
Verde,LAB,28,44350,1.0663000030035619,937.8223738002367,44.3
Naranja,RGB,28,255548,2.520199999707984,396.793905291592,37.3
Naranja,HSV,28,32729,1.0194999995292164,980.8729774024315,26.7
Naranja,YCbCr,28,17513,1.2830000014218967,779.4232259483559,28.7
Naranja,LAB,28,269740,1.8319999981031287,545.8515289494596,33.3
Amarillo,RGB,28,258609,1.3391000029514544,746.770217157749,23.1
Amarillo,HSV,28,6153,1.1554000011528842,865.5011242878461,35.4
Amarillo,YCbCr,28,289881,1.2010000027657952,832.6394651932471,29.2
Amarillo,LAB,28,227582,1.1580999998841435,863.4832916846906,27.0
Rojo,RGB,29,257448,0.8679999991727527,1152.0737338168776,30.9
Rojo,HSV,29,7310,1.857499999459833,538.3580082319264,59.8
Rojo,YCbCr,29,287937,0.9519000013824552,1050.530516385848,40.8
Rojo,LAB,29,217666,0.7542999992438126,1325.7324685171711,49.7
Verde,RGB,29,31513,1.7731999978423119,563.9521775416382,48.0
Verde,HSV,29,254835,1.5770999998494517,634.0752013794046,47.5
Verde,YCbCr,29,22181,0.7765000009385403,1287.8300048825752,24.9
Verde,LAB,29,40453,0.8273999992525205,1208.6052706108383,31.4
Naranja,RGB,29,272099,0.9632999972382095,1038.0982070663447,34.4
Naranja,HSV,29,32856,0.9505999987595715,1051.9671799967284,23.9
Naranja,YCbCr,29,16748,2.1524999974644743,464.57607487941675,25.1
Naranja,LAB,29,277930,0.9828999973251484,1017.3974999708895,31.3
Amarillo,RGB,29,257448,0.8806999976513907,1135.4604322320347,20.6
Amarillo,HSV,29,7310,1.8086999989463948,552.88328666032,38.0
Amarillo,YCbCr,29,287937,1.3264000008348376,753.9203855327194,29.2
Amarillo,LAB,29,217666,1.5907999986666255,628.6145340949073,43.0
Rojo,RGB,30,269696,1.1052000008930918,904.8136076655071,34.6
Rojo,HSV,30,8893,0.8276000007754192,1208.313193647959,45.8
Rojo,YCbCr,30,288731,0.9227999980794266,1083.6584331179515,36.4
Rojo,LAB,30,244014,1.7584999986866023,568.6664775359029,54.6
Verde,RGB,30,30398,1.1176999978488311,894.694463563245,28.4
Verde,HSV,30,252538,1.7239999979210552,580.0464044117659,31.6
Verde,YCbCr,30,20448,1.1150999998790212,896.7805578947999,33.1
Verde,LAB,30,36064,1.0657999991963152,938.2623388572595,29.4
Naranja,RGB,30,232404,1.0468000000400934,955.292319413163,40.0
Naranja,HSV,30,32733,1.2962000000698026,771.4858817668171,32.7
Naranja,YCbCr,30,19338,1.7466999997850507,572.5081583117079,34.1
Naranja,LAB,30,246014,1.0547999991104007,948.0470239319131,33.9
Amarillo,RGB,30,269696,0.9171999990940094,1090.2747503137577,37.4
Amarillo,HSV,30,8893,1.255999999557389,796.1783442296157,32.9
Amarillo,YCbCr,30,288731,0.9772999983397312,1023.2272605124653,27.1
Amarillo,LAB,30,244014,0.8690000031492673,1150.7479820206986,29.0
Rojo,RGB,31,262851,1.0167000000365078,983.5743090037296,28.7
Rojo,HSV,31,6136,0.9534999990137294,1048.7676990397156,32.0
Rojo,YCbCr,31,288352,3.197000001819106,312.7932434879562,31.4
Rojo,LAB,31,236879,1.019399998767767,980.9691987529748,32.0
Verde,RGB,31,30748,0.9057999996002764,1103.9964676984914,32.3
Verde,HSV,31,253725,1.1316000018268824,883.7044877921313,50.0
Verde,YCbCr,31,20293,1.5134999994188547,660.7201852553515,26.8
Verde,LAB,31,35771,0.778800000261981,1284.0267073235868,26.6
Naranja,RGB,31,243951,0.8229999984905589,1215.0668309040968,29.0
Naranja,HSV,31,33733,1.0848999991139863,921.7439402863654,41.0
Naranja,YCbCr,31,18862,2.055699998891214,486.4523036140349,41.8
Naranja,LAB,31,255954,1.0830999999598134,923.2757825104823,54.4
Amarillo,RGB,31,262851,2.336900000955211,427.91732619763303,58.2
Amarillo,HSV,31,6136,1.9863000015902799,503.4486226649428,60.6
Amarillo,YCbCr,31,288352,1.4498999989882577,689.7027386011459,59.1
Amarillo,LAB,31,236879,1.450499999918975,689.4174422998001,49.7
Rojo,RGB,32,257353,1.2705000008281786,787.0916956695376,60.5
Rojo,HSV,32,8155,1.37919999906444,725.0580051322037,43.6
Rojo,YCbCr,32,289343,1.6733000011299737,597.6214661595072,39.6
Rojo,LAB,32,234670,1.5399000003526453,649.3928175667216,53.2
Verde,RGB,32,30619,1.7379000018991064,575.407099894839,60.5
Verde,HSV,32,251081,1.5547000002698041,643.2109087453907,67.2
Verde,YCbCr,32,20310,1.0982999992847908,910.4980430221219,38.7
Verde,LAB,32,37069,2.461599997332087,406.2398444441878,47.2
Naranja,RGB,32,245003,1.5782000009494368,633.6332526919308,31.1
Naranja,HSV,32,33110,1.2462999984563794,802.3750310828553,22.0
Naranja,YCbCr,32,18871,1.4564999983122107,686.5774123987628,26.6
Naranja,LAB,32,257792,1.2151000009907875,822.9775320423045,39.5
Amarillo,RGB,32,257353,1.121700002840953,891.5039649347234,25.8
Amarillo,HSV,32,8155,1.0024000002886169,997.6057459218617,31.3
Amarillo,YCbCr,32,289343,1.0892999998759478,918.0207473734347,24.9
Amarillo,LAB,32,234670,1.0529999999562278,949.6676163737598,25.4
Rojo,RGB,33,261291,1.019100000121398,981.2579726041383,36.7
Rojo,HSV,33,4676,1.7201999980898108,581.3277532324415,27.7
Rojo,YCbCr,33,289570,0.9420999995199963,1061.4584444427385,27.7
Rojo,LAB,33,233497,1.1027000000467524,906.8649677678443,38.4
Verde,RGB,33,30692,1.107100000808714,903.2607707248852,43.5
Verde,HSV,33,261534,1.1510000003909227,868.8097303739032,48.3
Verde,YCbCr,33,21306,0.9820999985095114,1018.2262514180376,32.5
Verde,LAB,33,40568,0.9078999974008184,1101.4428933394097,42.9
Naranja,RGB,33,225257,0.9547000008751638,1047.4494596033414,26.7
Naranja,HSV,33,32700,1.411799999914365,708.3156254856614,45.1
Naranja,YCbCr,33,18414,1.2052999991283286,829.6689626841439,32.9
Naranja,LAB,33,263051,1.4842999989923555,673.7182514847864,30.5
Amarillo,RGB,33,261291,1.6313999985868577,612.9704553550414,38.1
Amarillo,HSV,33,4676,1.5074999973876402,663.3499182307852,43.1
Amarillo,YCbCr,33,289570,1.2616999993042555,792.5814381797845,34.9
Amarillo,LAB,33,233497,0.9408000005350914,1062.9251694634756,34.7
Rojo,RGB,34,228890,1.1952999993809499,836.6100564861571,32.1
Rojo,HSV,34,3380,2.1942000021226704,455.7469688417644,32.7
Rojo,YCbCr,34,283777,0.9338000018033199,1070.8931227980693,33.3
Rojo,LAB,34,192931,1.6007000012905337,624.7266815729175,61.5
Verde,RGB,34,31106,1.4443000000028405,692.3769299993306,75.4
Verde,HSV,34,259755,2.0015000009152573,499.62528081074913,64.3
Verde,YCbCr,34,24206,1.638899997487897,610.1653557464142,61.5
Verde,LAB,34,57594,1.3378000003285706,747.4958885890229,59.6
Naranja,RGB,34,272602,0.9384000004502013,1065.6436482526065,63.6
Naranja,HSV,34,33053,1.9918999969377182,502.03323537193995,73.1
Naranja,YCbCr,34,16641,2.206299999670591,453.2475185375079,54.0
Naranja,LAB,34,278948,0.6708000000799075,1490.7573045332101,68.2
Amarillo,RGB,34,228890,2.6022999991255347,384.2754487707165,52.4
Amarillo,HSV,34,3380,0.8114999982353766,1232.2858930061868,38.0
Amarillo,YCbCr,34,283777,1.164100001915358,859.0327277335665,32.1
Amarillo,LAB,34,192931,1.1295000003883615,885.3474985889022,27.8
Rojo,RGB,35,257136,2.563000001828186,390.1677718637147,45.5
Rojo,HSV,35,7761,1.5354000024672132,651.2960781510445,61.5
Rojo,YCbCr,35,288768,1.3115000001562294,762.4857033022321,63.6
Rojo,LAB,35,228008,1.6579000002820976,603.17268823804,54.3
Verde,RGB,35,31000,11.048899999877904,90.50674727900973,55.4
Verde,HSV,35,253388,2.9555000000982545,338.3522246546288,64.5
Verde,YCbCr,35,22617,1.0217999988526572,978.6651019014135,42.7
Verde,LAB,35,47263,1.8791000002238434,532.1696556228393,41.4
Naranja,RGB,35,254037,1.5789999997650739,633.3122230201277,35.3
Naranja,HSV,35,33299,0.800499998149462,1249.2192408641195,51.1
Naranja,YCbCr,35,18094,1.8141999971703626,551.2071445043084,43.6
Naranja,LAB,35,260758,0.9117000008700415,1096.8520336137908,39.0
Amarillo,RGB,35,257136,1.300300002185395,769.0532941008343,51.9
Amarillo,HSV,35,7761,0.9310000023106113,1074.1138534029435,33.7
Amarillo,YCbCr,35,288768,1.3240000007499475,755.2870086356302,38.9
Amarillo,LAB,35,228008,1.0234000001219101,977.1350399461377,29.7
Rojo,RGB,36,241139,1.2996000004932284,769.4675281782677,30.5
Rojo,HSV,36,4969,1.6690000011294615,599.1611739504317,54.9
Rojo,YCbCr,36,289483,1.0437999990244862,958.0379391977192,28.2
Rojo,LAB,36,199970,1.026600002660416,974.0892240488188,38.5
Verde,RGB,36,31161,2.3255999985849485,429.9965602891586,45.6
Verde,HSV,36,259042,0.9510999989288393,1051.4141532186243,32.8
Verde,YCbCr,36,24481,1.067599998350488,936.6804060931674,29.2
Verde,LAB,36,53082,1.2007000004814472,832.847505287772,34.5
Naranja,RGB,36,272304,1.2941999993927311,772.6781026651394,30.2
Naranja,HSV,36,32742,0.959000000875676,1042.7528666182338,26.3
Naranja,YCbCr,36,16733,2.0268999978725333,493.36425134422814,33.1
Naranja,LAB,36,280321,0.9774000027391594,1023.1225672165994,33.7
Amarillo,RGB,36,241139,0.8782999975665007,1138.5631364803514,25.0
Amarillo,HSV,36,4969,0.817699998151511,1222.942402177566,32.7
Amarillo,YCbCr,36,289483,1.1983000003965572,834.5155634390944,29.0
Amarillo,LAB,36,199970,1.1193999998795334,893.3357156580464,58.1
Rojo,RGB,37,246751,0.824099999590544,1213.4449708735012,25.6
Rojo,HSV,37,46647,0.9200999993481673,1086.8383879017897,35.4
Rojo,YCbCr,37,287030,0.9427999975741841,1060.6703463862866,22.0
Rojo,LAB,37,211612,1.0747999986051582,930.4056580738451,37.2
Verde,RGB,37,31075,2.1682000005966984,461.2120651807008,40.4
Verde,HSV,37,213298,0.747800000681309,1337.2559495706278,31.1
Verde,YCbCr,37,25154,0.9524999986751936,1049.8687678644335,30.6
Verde,LAB,37,52735,1.8531999994593207,539.6071661405971,28.1
Naranja,RGB,37,258981,0.7134999978006817,1401.541700185615,32.7
Naranja,HSV,37,33211,0.9882000013021752,1011.9409013178259,33.5
Naranja,YCbCr,37,17617,1.1451999998826068,873.2099197541992,30.3
Naranja,LAB,37,270948,0.7292999980563764,1371.1778454203395,26.9
Amarillo,RGB,37,246751,1.8436999998812098,542.387590206883,26.6
Amarillo,HSV,37,46647,1.0595999992801808,943.7523600220188,33.3
Amarillo,YCbCr,37,287030,0.9188000003632624,1088.3761423646429,27.6
Amarillo,LAB,37,211612,1.1670999992929865,856.8246085217947,34.6
Rojo,RGB,38,268637,1.2487000021792483,800.8328647832036,33.5
Rojo,HSV,38,41697,0.7609999993292149,1314.0604479388332,46.9
Rojo,YCbCr,38,285457,1.010899999528192,989.2175293963011,25.3
Rojo,LAB,38,247427,0.8405000007769559,1189.7679941411097,36.7
Verde,RGB,38,30437,1.0297999979229644,971.0623441609351,29.0
Verde,HSV,38,217265,1.0894000006373972,917.9364782585918,38.3
Verde,YCbCr,38,19492,1.2150999973528087,822.9775345062785,32.9
Verde,LAB,38,31205,1.27749999955995,782.7788652402832,38.4
Naranja,RGB,38,222614,1.5081000019563362,663.0860013943245,25.9
Naranja,HSV,38,32790,0.7958999995025806,1256.4392519474522,27.6
Naranja,YCbCr,38,19278,1.2192000031063799,820.2099716634812,32.4
Naranja,LAB,38,241050,1.0679999977583066,936.3295899803032,26.1
Amarillo,RGB,38,268637,2.0133999969402794,496.67229637413254,32.7
Amarillo,HSV,38,41697,0.9712999999464955,1029.5480284722387,31.8
Amarillo,YCbCr,38,285457,0.9487999996053986,1053.9629009442403,24.9
Amarillo,LAB,38,247427,1.2309999983699527,812.3476858847808,36.8
Rojo,RGB,39,251274,1.11270000343211,898.7148350098965,34.3
Rojo,HSV,39,18281,2.016000002186047,496.03174549387467,29.0
Rojo,YCbCr,39,287913,0.8487000013701618,1178.2726503895085,44.9
Rojo,LAB,39,213800,1.065999997081235,938.086306508493,29.3
Verde,RGB,39,31225,1.171800002339296,853.3879484585023,32.2
Verde,HSV,39,245820,0.8845999982440844,1130.4544449298921,25.0
Verde,YCbCr,39,22580,1.2736999997287057,785.1142342882915,32.7
Verde,LAB,39,45064,1.299999999901047,769.2307692893213,30.9
Naranja,RGB,39,258024,1.5913999995973427,628.3775293785477,33.1
Naranja,HSV,39,32660,0.9181999994325452,1089.0873454781179,24.8
Naranja,YCbCr,39,16295,1.7211999984283466,580.9900075023908,36.8
Naranja,LAB,39,282395,1.43009999737842,699.2518018552161,30.3
Amarillo,RGB,39,251274,0.7904000012786128,1265.1821841881604,31.4
Amarillo,HSV,39,18281,1.0165999992750585,983.6710610988629,37.9
Amarillo,YCbCr,39,287913,1.4820999967923854,674.7183065678674,39.0
Amarillo,LAB,39,213800,0.9491000018897466,1053.629752406392,27.5
Rojo,RGB,40,257177,0.8280000001832377,1207.7294683317614,36.9
Rojo,HSV,40,63194,0.7942000011098571,1259.1286811918246,33.1
Rojo,YCbCr,40,286611,1.0228999999526422,977.6126699054624,28.2
Rojo,LAB,40,233588,0.6773999994038604,1476.2326555654572,33.5
Verde,RGB,40,31467,0.7402000010188203,1350.9862180810426,52.9
Verde,HSV,40,197201,1.2595999978657346,793.9028276392501,28.1
Verde,YCbCr,40,23748,0.7982999995874707,1252.661907198747,35.6
Verde,LAB,40,46932,0.929600002564257,1075.7314944508908,35.7
Naranja,RGB,40,256277,0.8106999994197395,1233.5019128108456,33.7
Naranja,HSV,40,34185,0.9976000001188368,1002.4057737378482,29.1
Naranja,YCbCr,40,19349,0.7620999967912212,1312.163763561794,35.8
Naranja,LAB,40,251317,1.2666999973589554,789.452910779964,23.0
Amarillo,RGB,40,257177,0.8831999984977301,1132.246378737477,24.5
Amarillo,HSV,40,63194,1.0744000028353184,930.7520451982703,21.9
Amarillo,YCbCr,40,286611,1.2696999983745627,787.5876201308768,27.1
Amarillo,LAB,40,233588,0.8963000000221655,1115.697868989479,28.8
Rojo,RGB,41,253613,0.7216000012704171,1385.8093101987863,27.7
Rojo,HSV,41,31925,1.1873999974341132,842.1761850774202,26.7
Rojo,YCbCr,41,287738,1.001900000119349,998.1036030351106,32.8
Rojo,LAB,41,225348,1.593599998159334,627.5100408854395,32.7
Verde,RGB,41,30841,0.9621000026527327,1039.3929916253699,24.4
Verde,HSV,41,226383,0.9535999997751787,1048.6577183680374,32.5
Verde,YCbCr,41,23180,1.8694999998842832,534.9023803487014,42.7
Verde,LAB,41,46949,0.7847000015317462,1274.3723691193895,30.4
Naranja,RGB,41,260766,0.9828000002016779,1017.5010172922186,31.4
Naranja,HSV,41,32969,0.8540000017092098,1170.960185010051,37.6
Naranja,YCbCr,41,16620,0.7430000005115289,1345.8950192618247,29.6
Naranja,LAB,41,274134,1.397500000166474,715.5635061759408,27.5
Amarillo,RGB,41,253613,0.7941000003484078,1259.2872428677176,23.5
Amarillo,HSV,41,31925,0.8030999997572508,1245.1749474564378,26.0
Amarillo,YCbCr,41,287738,0.7729999997536652,1293.6610612143256,32.7
Amarillo,LAB,41,225348,1.2996000004932284,769.4675281782677,36.9
Rojo,RGB,42,239790,1.2526999998954125,798.2757245018677,31.8
Rojo,HSV,42,5687,1.4555000016116537,687.0491232516075,32.1
Rojo,YCbCr,42,287389,1.3388000006671064,746.9375556481276,34.3
Rojo,LAB,42,206596,1.0762000019894913,929.1953151378684,46.3
Verde,RGB,42,31158,1.328599999396829,752.6719858904034,35.7
Verde,HSV,42,260401,1.0394000019005034,962.0935137305542,34.8
Verde,YCbCr,42,24282,1.612700001714984,620.0781291849544,33.3
Verde,LAB,42,53298,1.839500000642147,543.6259851323252,29.9
Naranja,RGB,42,257663,2.299799998581875,434.82041943500724,51.4
Naranja,HSV,42,32380,0.8917999984987546,1121.3276538275263,31.6
Naranja,YCbCr,42,16149,0.985999999102205,1014.1987838849316,30.3
Naranja,LAB,42,280355,2.0557999996526632,486.4286410005616,43.3
Amarillo,RGB,42,239790,1.755999997840263,569.476082704965,22.7
Amarillo,HSV,42,5687,1.4123000000836328,708.0648586991309,26.0
Amarillo,YCbCr,42,287389,1.3366999992285855,748.1110201070575,40.9
Amarillo,LAB,42,206596,0.6517000001622364,1534.4483654304997,37.3
Rojo,RGB,43,245191,1.6634999992675148,601.1421703879337,26.5
Rojo,HSV,43,24338,0.8797000009508338,1136.751163941274,39.3
Rojo,YCbCr,43,286186,1.514599996880861,660.240328838889,44.5
Rojo,LAB,43,218067,0.9591000016371254,1042.6441437733927,26.2
Verde,RGB,43,31627,0.6748000014340505,1481.9205659081965,33.3
Verde,HSV,43,231469,0.9183000001939945,1088.9687463669238,28.9
Verde,YCbCr,43,24888,1.2878999987151474,776.4578002932168,32.1
Verde,LAB,43,52556,0.9922999997797888,1007.759750299224,32.7
Naranja,RGB,43,267487,2.166600002965424,461.55266252713955,21.4
Naranja,HSV,43,33860,1.8875999994634185,529.7732571965811,34.8
Naranja,YCbCr,43,16989,1.055699998687487,947.2388000788701,36.9
Naranja,LAB,43,273607,1.3586999994004145,735.9976451323275,36.5
Amarillo,RGB,43,245191,0.7850000001781154,1273.8853500294285,27.8
Amarillo,HSV,43,24338,1.0135999982594512,986.5824799893398,31.8
Amarillo,YCbCr,43,286186,0.7182000008469913,1392.3698117803883,35.2
Amarillo,LAB,43,218067,1.4511000008496922,689.132381927124,29.6
Rojo,RGB,44,235621,1.3398000010056421,746.380056164658,31.0
Rojo,HSV,44,40189,0.7924999990791548,1261.8296544630282,31.4
Rojo,YCbCr,44,285917,1.247799998964183,801.4104831143729,41.3
Rojo,LAB,44,205277,0.8792999979050364,1137.2682842972088,35.4
Verde,RGB,44,31807,0.9375000008731149,1066.666665673256,37.5
Verde,HSV,44,214057,1.41050000092946,708.9684504367546,29.4
Verde,YCbCr,44,26566,1.330200000666082,751.7666512548954,31.2
Verde,LAB,44,56341,1.1852000025101006,843.7394514699031,40.6
Naranja,RGB,44,275732,1.0155000018130522,984.7365812059293,43.9
Naranja,HSV,44,34101,1.3890000009268988,719.9424041272039,66.7
Naranja,YCbCr,44,17019,1.675800001976313,596.7299193344521,49.5
Naranja,LAB,44,277545,1.612700001714984,620.0781291849544,68.4
Amarillo,RGB,44,235621,0.9686000012152363,1032.417921479835,51.8
Amarillo,HSV,44,40189,1.2807999992219266,780.7620242094708,40.1
Amarillo,YCbCr,44,285917,2.530599998863181,395.16320258011103,50.8
Amarillo,LAB,44,205277,1.4026999997440726,712.9108149871344,43.5
Rojo,RGB,45,250724,2.156200000172248,463.7788701976231,47.5
Rojo,HSV,45,4952,1.2204000013298355,819.40347337785,45.6
Rojo,YCbCr,45,290127,0.7874000002630055,1270.0025395808768,33.1
Rojo,LAB,45,227672,0.8443999977316707,1184.2728596474665,35.1
Verde,RGB,45,30833,1.282799999898998,779.5447459297907,39.0
Verde,HSV,45,255143,1.3139000002411194,761.0929293070141,72.2
Verde,YCbCr,45,23703,1.7178000016428996,582.1399458863677,72.2
Verde,LAB,45,48122,1.5445000026375055,647.4587234006631,52.7
Naranja,RGB,45,246906,1.1288999994576443,885.8180533974918,33.2
Naranja,HSV,45,33300,1.637299999856623,610.7616197932995,36.9
Naranja,YCbCr,45,18348,1.0118999998667277,988.2399447887192,28.3
Naranja,LAB,45,258468,0.7136000022001099,1401.3452871593138,31.1
Amarillo,RGB,45,250724,1.6507000000274274,605.8035984633091,26.7
Amarillo,HSV,45,4952,1.1621000012382865,860.5111427023842,31.5
Amarillo,YCbCr,45,290127,2.405799998086877,415.66215013517865,67.9
Amarillo,LAB,45,227672,0.9444999996048864,1058.7612497811867,47.9
Rojo,RGB,46,254553,1.3604000014311168,735.0779174860464,50.0
Rojo,HSV,46,92347,1.7341999991913326,576.6347598121934,32.5
Rojo,YCbCr,46,286375,1.0339000000385568,967.2115291253579,33.3
Rojo,LAB,46,226750,0.9195999991788995,1087.4293180653424,32.5
Verde,RGB,46,31640,1.1698000016622245,854.8469811754594,41.5
Verde,HSV,46,169509,0.9485000009590294,1054.2962561822867,35.3
Verde,YCbCr,46,22389,0.9527999973215628,1049.5382061409762,40.0
Verde,LAB,46,42712,1.049100003001513,953.1979764931502,35.2
Naranja,RGB,46,272631,1.2572000014188234,795.4183891755025,31.4
Naranja,HSV,46,34720,1.2652000004891306,790.3888710191247,36.3
Naranja,YCbCr,46,19725,1.953999999386724,511.7707268750546,42.9
Naranja,LAB,46,259366,0.7179999993240926,1392.7576614782383,34.1
Amarillo,RGB,46,254553,0.998200001049554,1001.803244789174,31.8
Amarillo,HSV,46,92347,0.8827999990899116,1132.75940307081,29.7
Amarillo,YCbCr,46,286375,0.8362000007764436,1195.886150527938,29.7
Amarillo,LAB,46,226750,0.8194999973056838,1220.256257825206,47.5
Rojo,RGB,47,208232,1.3584999978775159,736.1060004139664,51.9
Rojo,HSV,47,7485,2.096000000165077,477.099236603646,32.5
Rojo,YCbCr,47,286252,0.7476999999198597,1337.434800196847,25.0
Rojo,LAB,47,163059,0.969600001553772,1031.3531336608007,40.2
Verde,RGB,47,31772,1.4821999975538347,674.6727848133593,33.5
Verde,HSV,47,254084,2.273000001878245,439.94720597169885,38.2
Verde,YCbCr,47,46325,1.3030999980401248,767.4008145990406,33.3
Verde,LAB,47,86337,0.8655999990878627,1155.2680233985247,30.4
Naranja,RGB,47,268098,1.4885000018693972,671.8172648599977,28.8
Naranja,HSV,47,32631,1.0824000019056257,923.8728734658574,31.2
Naranja,YCbCr,47,15205,1.3441999981296249,743.9369151848246,27.3
Naranja,LAB,47,275612,0.9639000018069055,1037.4520158993903,44.2
Amarillo,RGB,47,208232,1.8971999998029787,527.0925575078265,22.9
Amarillo,HSV,47,7485,0.9514000012131874,1051.0826137532476,35.1
Amarillo,YCbCr,47,286252,1.3083000012557022,764.3506833602409,50.0
Amarillo,LAB,47,163059,2.6913000001513865,371.5676438686693,45.4
Rojo,RGB,48,228646,1.3381999997363891,747.2724556844935,56.4
Rojo,HSV,48,5559,2.2117000007710885,452.1408869427858,44.2
Rojo,YCbCr,48,285373,1.4006000019435305,713.9797219851197,58.9
Rojo,LAB,48,194967,0.9967000005417503,1003.310925510641,53.9
Verde,RGB,48,32955,0.6681000013486482,1496.7819158529678,34.8
Verde,HSV,48,258350,3.319999999803258,301.2048192949577,38.1
Verde,YCbCr,48,50198,0.9597999996913131,1041.8837261112897,39.4
Verde,LAB,48,74859,0.9083999975700863,1100.8366387879107,29.7
Naranja,RGB,48,271497,1.7574999983480666,568.9900432090661,39.5
Naranja,HSV,48,32264,0.7794000011926983,1283.0382325759847,43.5
Naranja,YCbCr,48,15566,1.220499998453306,819.3363386048853,30.2
Naranja,LAB,48,282116,1.4483000013569836,690.4646820845479,33.9
Amarillo,RGB,48,228646,1.7339000005449634,576.7345289149898,38.2
Amarillo,HSV,48,5559,0.9710000013001263,1029.8661160257918,41.4
