Espacio,Imagen_ID,Area,Tiempo_ms,FPS,CPU_%
YCbCr,104,6846,2.5744000013219193,388.44002466070293,100.0
YCbCr,105,6880,1.922299999932875,520.2101649247876,0.0
YCbCr,106,6889,1.459400000385358,685.2131010935642,0.0
YCbCr,107,6870,1.4224999995349208,702.9876979451283,0.0
YCbCr,108,6656,1.3947999996162253,716.9486666727465,0.0
YCbCr,109,6916,1.454500001273118,687.521484444623,0.0
YCbCr,110,6373,1.6768000004958594,596.3740456251684,0.0
YCbCr,111,6826,1.2700999996013707,787.3395798077763,0.0
YCbCr,112,7043,1.4405000001715962,694.2034015139725,0.0
YCbCr,113,6634,2.235300000393181,447.3672436917209,100.0
YCbCr,114,6338,1.4829000010649906,674.3543052679338,0.0
YCbCr,115,7070,1.862200000687153,536.9992480028994,0.0
YCbCr,116,7161,2.0843000002059853,479.7773832467365,0.0
YCbCr,117,5875,1.862700000856421,536.8551025609202,0.0
YCbCr,118,6290,1.4782999987801304,676.4526826930826,0.0
YCbCr,119,6922,1.4781999998376705,676.4984441278688,0.0
YCbCr,120,7520,1.6739000002417015,597.4072524377835,0.0
YCbCr,121,6677,2.37100000049395,421.7629691234374,100.0
YCbCr,122,7174,1.7695999995339662,565.0994576533428,0.0
YCbCr,123,6333,1.4388999989023432,694.9753289060006,0.0
YCbCr,124,6603,1.677100000961218,596.2673659452967,0.0
YCbCr,125,7032,1.6847000006237067,593.5774913217675,0.0
YCbCr,126,6069,1.8043999989458825,554.2008427090406,0.0
YCbCr,127,7239,1.5829999993002275,631.711939634905,0.0
YCbCr,128,6875,1.9167999998899177,521.7028380934006,0.0
YCbCr,129,6574,1.6831000011734432,594.1417618102362,87.5
YCbCr,130,6306,2.0596999984263675,485.50759856484467,0.0
YCbCr,131,6356,1.6454000015073689,607.7549526460976,0.0
YCbCr,132,6329,1.6161999992618803,618.7353053190823,0.0
YCbCr,133,7288,1.5151999996305676,659.9788808367329,0.0
YCbCr,134,6628,1.3380999989749398,747.3283018952668,0.0
YCbCr,135,6119,1.6120000000228174,620.3473945321621,0.0
YCbCr,136,6416,1.3976000009279232,715.5123063366195,0.0
YCbCr,137,7228,1.3963999990664888,716.1271846666519,25.0
YCbCr,138,6803,1.4443000000028405,692.3769299993306,0.0
YCbCr,139,6525,2.3943000014696736,417.6586055992057,0.0
YCbCr,140,6622,1.496499999120715,668.2258607334186,0.0
YCbCr,141,6659,1.5115000005607726,661.594442361228,0.0
YCbCr,142,7007,1.4506000006804243,689.3699155735117,0.0
YCbCr,143,6980,1.802700000553159,554.7234701798135,0.0
LAB,0,12448,145.4278000001068,6.876264373106556,15.9
LAB,1,8204,1.823599999625003,548.3658698210329,0.0
LAB,2,7564,1.4709000006405404,679.855870259382,0.0
LAB,3,8690,1.3510999997379258,740.1376657493679,0.0
LAB,4,8507,1.533299999209703,652.1880913816099,0.0
LAB,5,7916,1.8686000003071968,535.1600127558603,0.0
LAB,6,9596,1.451299998734612,689.0374153323914,0.0
LAB,7,9249,1.63559999964491,611.3964295775867,66.7
LAB,8,8383,1.5101000008144183,662.2078004507555,20.0
LAB,9,9598,1.4739999987796182,678.4260521220751,0.0
LAB,10,7320,1.702899999145302,587.2335430747004,0.0
LAB,11,8484,1.5477000015380327,646.1200484630396,0.0
LAB,12,8731,1.4658000000054017,682.2213125912914,0.0
LAB,13,7915,1.366799999232171,731.6359383682844,0.0
LAB,14,7704,1.4322999995783903,698.1777562622066,0.0
LAB,15,8816,1.390900000842521,718.9589470086001,0.0
LAB,16,7898,1.4465000003838213,691.3238850567958,0.0
