Espacio,Imagen_ID,Area,Tiempo_ms,FPS,CPU_%
LAB,17,6723,1.4061000001674984,711.1869709699718,75.0
LAB,18,9456,1.382000000376138,723.5890012502393,0.0
LAB,19,7003,1.7012000007525785,587.8203618373025,0.0
LAB,20,7931,2.0416999996086815,489.7879219237219,0.0
LAB,21,8087,1.405200000590412,711.6424705236534,0.0
LAB,22,7309,1.3951999990240438,716.743119767424,0.0
LAB,23,9247,1.5608000012434786,640.6970779108834,0.0
LAB,24,7720,1.4198999997461215,704.2749490659908,0.0
LAB,25,8452,1.408499998433399,709.9751516593878,0.0
LAB,26,5340,1.4188000004651258,704.8209752411683,87.5
LAB,27,8426,1.4387000010174233,695.0719394542417,0.0
LAB,28,7510,1.4430999999603955,692.9526713515654,0.0
LAB,29,9130,1.5591999999742256,641.3545408007507,0.0
LAB,30,9620,1.6585000012128148,602.9544764960674,0.0
LAB,31,10768,1.416600000084145,705.9155724555984,0.0
LAB,32,9402,1.478500000303029,676.3611767298228,0.0
LAB,33,8624,1.4031000009708805,712.707575588373,0.0
LAB,34,8857,1.3656999999511754,732.2252325076888,0.0
LAB,35,10379,1.4502000012726057,689.5600600761701,50.0
LAB,36,7410,1.4506999996228842,689.3223962638411,0.0
LAB,37,9038,1.5944999995554099,627.1558484031528,0.0
LAB,38,9672,1.5757000001030974,634.638573290963,0.0
LAB,39,6842,1.5835000012884848,631.5124718574713,0.0
LAB,40,16238,1.52909999997064,653.9794650573546,0.0
LAB,41,8974,1.5121000014914898,661.3319218395808,0.0
LAB,42,8156,1.5053999995870981,664.2752758564371,0.0
LAB,43,14794,1.4742000003025169,678.3340115281458,0.0
LAB,44,13492,1.5493999999307562,645.4111269166715,50.0
LAB,45,9692,1.6116000006149989,620.5013648662151,0.0
LAB,46,18272,1.488699999754317,671.7270102539342,0.0
LAB,47,6591,1.5031999992061174,665.2474724109422,0.0
LAB,48,5102,1.5929000001051463,627.7857994437759,0.0
LAB,49,5321,2.3610000007465715,423.5493433645871,0.0
LAB,50,4332,1.4828999992460012,674.3543060951259,0.0
LAB,51,9845,1.5161000010266434,659.5870980297072,0.0
LAB,52,9517,1.5134999994188547,660.7201852553515,0.0
LAB,53,9279,1.5340000009018695,651.8904820156974,25.0
LAB,54,8279,1.5251000004354864,655.694708356471,0.0
LAB,55,8532,1.4985999987402465,667.2894707330977,0.0
LAB,56,10837,1.421900000423193,703.2843376484809,0.0
LAB,57,7457,1.4293999993242323,699.5942356742431,0.0
LAB,58,7307,1.6479000005347189,606.8329386950148,0.0
LAB,59,6730,1.4859000002616085,672.9927988585634,0.0
LAB,60,9227,1.8024000000878004,554.8158011269901,0.0
LAB,61,9791,1.4250000003812602,701.7543857771572,0.0
LAB,62,9816,1.4791000012337463,676.0868089824085,25.0
LAB,63,9609,1.435700000001816,696.5243435249251,0.0
LAB,64,8970,1.4817000010225456,674.900451717543,0.0
LAB,65,9197,1.52909999997064,653.9794650573546,0.0
LAB,66,7591,1.437300001271069,695.7489731549816,0.0
LAB,67,9501,1.5696000009484123,637.1049945181968,0.0
LAB,68,9035,1.6073000006144866,622.1613884263611,0.0
LAB,69,9794,1.5335999996750616,652.060511353599,0.0
LAB,70,7626,1.9917999998142477,502.0584396491909,60.0
LAB,71,10190,1.8839000003936235,530.8137373486169,0.0
LAB,72,8496,1.5929000001051463,627.7857994437759,0.0
LAB,73,7222,1.4816000002610963,674.9460042007115,0.0
LAB,74,9564,1.5048999994178303,664.4959800563821,0.0
LAB,75,9577,1.4764000006834976,677.323218326369,0.0
LAB,76,8065,1.6114999998535495,620.539869743021,0.0
LAB,77,10675,1.6109000007418217,620.7709972931272,0.0
LAB,78,10427,1.5335999996750616,652.060511353599,0.0
LAB,79,9165,1.4495000013994286,689.8930659086195,60.0
LAB,80,9180,1.4147999991109828,706.8136843570608,0.0
LAB,81,10652,1.4460999991570134,691.5151100082553,0.0
LAB,82,8995,1.5212999987852527,657.3325450591553,0.0
LAB,83,9612,1.4938999993319158,669.3888482811487,0.0
LAB,84,9213,1.4890000002196757,671.5916721641825,0.0
LAB,85,9582,1.5757999990455573,634.5982996609263,0.0
LAB,86,7334,1.9107999996776925,523.3410090897409,0.0
LAB,87,10355,1.653900000746944,604.6314768416314,0.0
LAB,88,9473,1.7566000005899696,569.2815664716733,75.0
LAB,89,8888,1.5604000000166707,640.8613176040224,0.0
LAB,90,9564,1.4547999999194872,687.3797085890452,0.0
LAB,91,9838,1.4627000000473345,683.6671907893888,0.0
LAB,92,9316,1.4164999993226957,705.9654080325828,0.0
LAB,93,7259,1.392899999700603,717.9266280529436,0.0
LAB,94,9392,1.452999998946325,688.2312461976409,0.0
LAB,95,10269,1.5744000011181924,635.1626011749022,0.0
LAB,96,9223,1.602199999979348,624.1418050261452,0.0
LAB,97,9663,1.5318000005208887,652.8267395612677,20.0
LAB,98,9317,1.4714999997522682,679.5786613444467,33.3
LAB,99,9572,1.495700000305078,668.5832719101625,0.0
LAB,100,8796,1.5392000004794681,649.6881494857687,0.0
LAB,101,8003,1.5912999988358933,628.4170179925497,0.0
LAB,102,9708,1.436200000171084,696.2818548119185,0.0
LAB,103,9173,1.4922000009391923,670.1514538068617,0.0
LAB,104,9008,1.5313000003516208,653.0399005879825,0.0
LAB,105,9071,1.5638999993825564,639.4270735947376,0.0
LAB,106,8808,1.8890999999712221,529.3526017761017,100.0
LAB,107,8776,1.5229999989969656,656.5988185545576,0.0
LAB,108,7466,1.4597000008507166,685.0722747257639,0.0
LAB,109,7401,1.5526999995927326,644.0394153811401,0.0
LAB,110,6495,1.7487000004621223,571.8533766430685,0.0
LAB,111,8112,1.5270000003511086,654.8788472626499,0.0
LAB,112,9057,1.6166000004886882,618.582209388659,0.0
LAB,113,7834,1.6448000005766517,607.976653483347,0.0
LAB,114,6547,1.5982999993866542,625.6647690569661,0.0
LAB,115,9412,1.6008000002329936,624.6876560809918,87.5
LAB,116,8463,1.5978999999788357,625.8213905834189,0.0
LAB,117,6590,1.4692000004288275,680.6425263463938,0.0
LAB,118,6994,1.5597999990859535,641.1078347134263,0.0
LAB,119,8712,1.4406999998755055,694.1070313642067,0.0
LAB,120,10380,1.437300001271069,695.7489731549816,0.0
LAB,121,8889,1.7397999999957392,574.7787101979819,0.0
LAB,122,8181,1.6645999985485105,600.7449242292292,0.0
LAB,123,6970,1.9121999994240468,522.957849754837,0.0
LAB,124,8227,1.8091000001732027,552.7610413488808,100.0
LAB,125,9395,1.7876000001706416,559.4092637640084,0.0
LAB,126,6064,1.6322000010404736,612.6700155388635,0.0
LAB,127,9594,1.554000000396627,643.500643336403,0.0
LAB,128,9273,1.7322000003332505,577.3005425514457,0.0
LAB,129,8722,1.5913999995973427,628.3775293785477,0.0
LAB,130,7617,1.5031999992061174,665.2474724109422,0.0
LAB,131,7270,1.5239000003930414,656.2110373004015,0.0
LAB,132,6547,1.5698000006523216,637.0238244263318,50.0
LAB,133,8491,1.8990999997186009,526.5652151799142,16.7
LAB,134,7165,1.635199998418102,611.5459888499287,0.0
LAB,135,6177,1.5466000004380476,646.5795937648826,0.0
LAB,136,6758,1.5714999990450451,636.3347124452249,0.0
LAB,137,9321,1.494000000093365,669.3440427961892,0.0
LAB,138,8669,1.5238000014505815,656.2541009634139,0.0
LAB,139,7393,1.4977999999246094,667.645880658522,0.0
LAB,140,7326,1.6582000007474562,603.0635626276905,0.0
LAB,141,7561,1.5345000010711374,651.6780705780145,0.0
LAB,142,8004,1.8958000000566244,527.4818018620803,16.7
LAB,143,8801,1.7740000002959277,563.6978578541072,0.0
